488,33,32.23,
399,30,14.65,
361,30,15.63,
264,30,18.55,
313,29,17.09,
196,29,19.53,
226,29,19.04,
234,28,18.07,
237,28,19.04,
233,28,19.04,
241,27,19.04,
242,27,19.04,
241,27,19.53,
244,27,19.04,
244,28,19.53,
245,28,19.04,
253,28,19.04,
241,28,19.53,
295,27,18.55,
256,27,19.53,
311,27,18.07,
251,27,19.53,
613,27,17.09,
16,26,20.02,
0,26,20.02,
202,26,20.02,
256,26,19.53,
246,25,19.53,
243,25,20.02,
244,25,20.02,
243,25,20.02,
244,25,20.02,
244,25,19.53,
293,25,19.04,
208,25,20.51,
245,25,20.02,
241,25,20.02,
243,25,20.02,
243,25,20.02,
243,25,20.02,
242,25,20.02,
243,25,20.02,
243,25,20.02,
241,25,20.02,
243,25,20.02,
251,25,20.02,
243,25,20.02,
243,25,20.02,
239,25,20.02,
364,25,17.58,
306,24,19.04,
0,24,20.51,
593,24,17.09,
218,24,20.51,
258,24,20.02,
258,24,20.02,
255,24,20.02,
256,24,20.02,
252,24,20.02,
258,24,20.02,
250,24,20.02,
251,24,20.02,
251,24,20.02,
252,23,20.02,
249,24,20.02,
249,23,20.51,
250,24,20.02,
240,24,20.51,
242,24,20.51,
240,24,20.51,
241,24,20.51,
240,24,20.51,
239,23,20.51,
239,23,20.51,
241,23,20.51,
240,23,20.51,
241,23,20.51,
269,23,20.02,
241,23,20.51,
240,23,20.51,
243,23,20.51,
240,23,20.51,
241,23,20.02,
243,23,20.51,
241,23,20.51,
241,23,20.51,
239,23,20.51,
241,23,20.51,
239,23,20.51,
241,23,20.51,
239,23,20.51,
240,23,20.51,
241,22,20.51,
239,22,20.51,
239,22,20.51,
240,22,20.51,
239,22,20.51,
241,22,20.51,
239,22,20.51,
241,22,20.51,
240,22,20.51,
242,22,20.51,
240,22,20.51,
240,22,20.51,
241,22,20.51,
241,22,20.51,
241,22,20.51,
240,22,20.51,
240,22,20.51,
37,21,21.00,
115,22,21.00,
244,21,20.51,
217,22,21.00,
244,22,20.51,
243,22,20.51,
241,22,20.51,
240,21,20.51,
197,22,21.00,
261,21,20.02,
245,21,21.00,
242,21,20.51,
241,21,20.51,
240,21,20.51,
245,21,20.51,
239,21,20.51,
240,21,20.51,
242,21,20.51,
239,21,20.51,
238,21,20.51,
238,21,21.00,
239,21,20.51,
237,21,20.51,
236,21,20.51,
240,21,20.51,
235,21,20.51,
249,21,20.51,
240,21,20.51,
240,21,20.51,
240,21,21.00,
240,21,20.51,
239,21,21.00,
240,21,20.51,
239,21,20.51,
240,21,20.51,
240,21,21.00,
236,21,20.51,
239,21,20.51,
238,21,20.51,
241,21,20.51,
239,20,20.51,
240,20,21.00,
236,20,21.00,
239,20,20.51,
239,20,21.00,
238,20,20.51,
239,20,21.00,
241,21,21.00,
240,21,21.00,
239,20,21.00,
237,21,20.51,
239,20,21.00,
240,20,21.00,
239,20,21.00,
239,20,20.51,
238,20,20.51,
239,20,21.00,
238,20,21.00,
239,20,20.51,
240,20,20.51,
240,20,21.00,
240,20,21.00,
240,20,21.00,
240,20,21.00,
239,20,21.00,
239,20,21.00,
238,20,21.00,
239,20,21.00,
238,20,21.00,
239,20,21.00,
238,20,21.00,
239,20,20.51,
240,20,21.00,
0,20,21.00,
631,20,17.58,
286,20,20.02,
291,20,20.02,
594,20,17.09,
544,20,16.60,
331,20,19.04,
248,20,21.00,
247,20,21.00,
317,20,20.02,
250,20,20.51,
84,20,21.00,
738,20,19.53,
304,20,20.02,
293,20,20.02,
289,20,20.02,
206,20,21.00,
236,20,21.00,
234,20,21.00,
368,20,18.55,
343,20,19.04,
232,20,21.00,
244,20,21.00,
235,20,21.00,
284,20,20.51,
466,20,16.11,
240,20,21.00,
236,20,21.00,
235,20,21.00,
651,20,18.07,
277,20,20.51,
249,20,20.51,
241,20,21.00,
485,20,16.11,
758,19,19.04,
166,19,21.48,
216,19,21.00,
314,19,19.53,
228,19,21.00,
162,19,21.00,
280,19,20.51,
222,19,21.00,
285,19,20.51,
242,19,21.00,
652,19,18.55,
233,19,21.00,
238,19,21.00,
236,20,21.00,
239,19,21.00,
239,19,21.00,
301,20,20.02,
238,19,21.00,
237,19,21.00,
239,19,21.00,
239,19,21.00,
238,19,21.48,
237,19,21.00,
239,19,21.00,
238,19,21.00,
238,19,21.48,
239,19,21.00,
238,19,21.00,
239,19,21.00,
342,19,19.04,
243,19,21.00,
241,19,21.00,
240,19,21.00,
241,19,21.48,
241,19,21.00,
239,19,21.00,
238,19,21.00,
250,19,21.00,
238,19,21.48,
255,19,21.00,
240,19,21.00,
240,19,21.00,
240,19,21.00,
239,19,21.00,
240,19,21.00,
241,19,21.00,
240,19,21.00,
238,19,21.00,
200,19,21.00,
332,19,19.04,
235,19,21.00,
358,19,18.55,
236,19,21.00,
239,19,21.00,
240,19,21.00,
0,19,21.00,
249,19,21.00,
234,19,21.00,
237,19,21.48,
239,19,21.00,
238,19,21.00,
240,19,21.00,
238,19,21.00,
238,19,21.00,
250,19,21.00,
377,19,18.55,
176,19,21.48,
356,19,18.55,
90,19,21.48,
238,19,21.00,
258,19,21.00,
755,19,19.04,
242,19,21.00,
237,19,21.00,
166,19,21.48,
220,19,21.00,
223,19,21.48,
244,19,21.00,
243,19,21.00,
0,19,21.00,
172,19,21.48,
233,19,21.00,
223,19,21.00,
233,19,21.00,
228,19,21.00,
234,19,21.48,
255,19,21.00,
240,19,21.00,
238,19,21.00,
237,19,21.48,
242,19,21.00,
241,19,21.00,
237,19,21.48,
243,19,21.00,
236,19,21.48,
328,19,19.53,
199,19,21.48,
224,19,21.48,
222,19,21.48,
237,19,21.00,
236,19,21.00,
186,18,21.48,
264,18,21.00,
578,18,17.09,
269,18,21.00,
259,18,21.00,
396,18,18.07,
244,19,21.00,
291,19,20.51,
472,19,16.11,
281,19,20.51,
236,19,21.00,
440,19,16.60,
225,19,21.48,
243,19,21.00,
260,19,21.00,
458,19,16.60,
238,19,21.00,
242,19,21.00,
254,19,21.00,
229,19,21.00,
210,19,21.48,
243,19,21.00,
228,19,21.48,
248,19,21.00,
216,19,21.48,
241,19,21.00,
302,19,20.51,
255,19,21.00,
241,19,21.00,
236,19,21.48,
242,19,21.00,
247,19,21.48,
228,18,21.48,
228,18,21.00,
264,18,21.00,
237,18,21.48,
220,19,21.48,
240,18,21.00,
257,18,21.00,
222,18,21.48,
282,18,21.00,
218,18,21.48,
347,18,19.04,
254,18,21.00,
241,18,21.48,
248,18,21.00,
242,18,21.48,
231,18,21.48,
476,18,16.60,
255,18,21.00,
263,18,21.00,
221,18,21.48,
134,18,21.48,
753,18,19.53,
742,18,19.04,
496,18,16.60,
263,18,21.00,
244,18,21.48,
145,18,21.48,
249,19,21.48,
277,20,21.00,
249,21,21.00,
108,21,21.48,
240,20,21.48,
239,19,21.48,
240,19,21.48,
244,19,21.48,
253,19,21.48,
250,19,21.00,
214,19,21.48,
237,18,21.48,
250,18,21.48,
268,18,21.00,
234,18,21.48,
244,18,21.00,
249,18,21.48,
244,18,21.48,
238,18,21.48,
490,18,16.60,
250,18,21.48,
330,18,20.02,
374,18,19.04,
100,18,21.48,
321,18,20.02,
245,18,21.48,
246,19,21.48,
316,19,20.02,
218,19,21.48,
240,19,21.48,
252,19,21.48,
244,19,21.48,
269,19,21.00,
243,19,21.48,
243,19,21.48,
268,19,21.00,
246,19,21.48,
261,19,21.48,
207,19,21.48,
749,19,19.04,
228,19,21.48,
284,19,21.00,
263,19,21.00,
255,19,21.00,
251,19,21.48,
0,19,21.48,
739,19,19.04,
751,19,19.53,
758,19,20.02,
301,20,20.51,
