283,23,21.48,
235,23,21.97,
286,23,21.97,
131,23,22.46,
300,23,21.48,
149,23,22.46,
368,23,20.02,
215,23,21.97,
245,23,21.97,
195,23,22.46,
43,23,21.97,
301,23,21.48,
235,23,21.97,
190,23,22.46,
229,23,21.97,
207,23,21.97,
176,23,22.46,
212,23,21.97,
267,23,21.97,
219,23,21.97,
220,23,22.46,
305,23,21.48,
319,23,21.00,
232,23,21.97,
225,23,21.97,
248,23,21.97,
276,23,21.48,
229,23,21.97,
179,23,21.97,
225,23,22.46,
217,23,21.97,
735,23,19.04,
262,23,21.97,
306,23,21.48,
664,23,18.55,
212,23,21.97,
242,23,21.97,
226,23,21.97,
227,23,21.97,
474,23,17.09,
108,23,22.46,
744,23,19.53,
554,23,17.09,
630,23,17.58,
183,23,22.46,
185,22,22.46,
244,23,21.97,
263,22,21.97,
733,23,19.53,
218,23,22.46,
240,23,22.46,
218,23,21.97,
213,23,22.46,
206,22,21.97,
207,22,21.97,
229,22,21.97,
226,23,21.97,
225,22,21.97,
226,22,21.97,
225,23,22.46,
225,23,21.97,
224,23,22.46,
224,23,21.97,
223,23,22.46,
225,23,22.46,
222,23,22.46,
224,23,21.97,
224,23,21.97,
224,23,22.46,
221,22,22.46,
228,22,22.46,
252,22,21.97,
96,22,22.46,
398,22,19.04,
222,22,22.46,
219,22,22.46,
235,22,21.97,
226,22,21.97,
225,22,21.97,
234,22,21.97,
234,22,22.46,
230,22,22.46,
225,22,22.46,
231,22,22.46,
223,22,21.97,
225,22,21.97,
226,22,22.46,
290,22,21.48,
213,22,21.97,
223,22,22.46,
296,22,21.97,
13,22,21.97,
289,22,21.97,
232,22,22.46,
225,22,22.46,
225,22,22.46,
225,22,21.97,
223,22,22.46,
224,22,22.46,
224,22,22.46,
226,22,22.46,
226,22,22.46,
226,22,22.46,
226,22,22.46,
225,22,22.46,
225,22,22.46,
224,22,22.46,
225,22,22.46,
224,22,22.46,
225,22,22.46,
227,22,22.46,
226,22,22.46,
225,22,22.46,
226,22,22.46,
224,22,22.46,
226,22,22.46,
227,22,21.97,
227,22,22.46,
228,22,22.46,
236,22,22.46,
224,22,22.46,
206,22,22.46,
230,22,21.97,
226,22,22.46,
238,22,21.97,
225,22,22.46,
190,22,22.46,
236,22,22.46,
228,22,22.46,
226,22,22.46,
227,22,21.97,
221,22,22.46,
548,22,17.58,
198,22,22.46,
216,22,22.46,
168,22,22.46,
234,22,22.46,
237,22,22.46,
225,22,22.46,
231,22,22.46,
