229,22,22.46,
228,22,22.46,
227,22,22.46,
228,22,22.46,
226,22,22.46,
465,22,17.58,
205,22,22.46,
324,22,21.48,
238,22,22.46,
227,22,22.46,
208,22,22.46,
8,22,22.46,
482,22,17.58,
309,22,21.48,
241,22,22.46,
233,22,22.46,
229,22,22.46,
229,22,22.46,
234,22,22.46,
83,22,22.46,
222,22,22.46,
270,22,22.46,
221,22,22.46,
229,22,22.46,
226,22,22.46,
238,22,22.46,
179,21,22.46,
622,21,18.07,
221,21,22.46,
221,21,22.46,
223,21,22.46,
223,21,22.46,
226,21,22.46,
228,21,22.46,
228,21,22.46,
228,21,22.46,
227,21,22.46,
227,21,22.46,
224,21,22.46,
235,21,22.46,
230,21,22.46,
4,21,22.46,
173,21,22.46,
0,21,22.46,
167,23,22.46,
573,22,17.58,
10,22,22.46,
428,22,18.55,
15,22,22.46,
179,21,22.46,
211,22,22.46,
222,21,22.46,
231,21,22.46,
246,22,22.46,
217,22,22.46,
752,22,20.02,
226,22,22.46,
218,22,22.46,
484,22,17.58,
108,22,22.46,
444,22,18.55,
277,22,22.46,
258,22,22.46,
245,22,22.46,
740,22,20.02,
720,23,19.53,
425,23,19.04,
655,24,18.07,
244,24,22.46,
78,23,22.95,
314,22,21.97,
703,22,19.04,
209,22,22.95,
466,22,18.07,
226,22,22.46,
171,21,22.95,
422,21,19.04,
0,21,22.95,
353,21,21.00,
683,21,19.04,
215,21,22.46,
223,21,22.46,
679,21,18.55,
321,21,21.48,
289,21,21.48,
604,21,17.58,
156,21,22.95,
212,21,22.95,
224,21,22.95,
203,21,22.95,
494,21,17.58,
198,21,22.95,
225,21,22.46,
741,21,20.02,
146,21,22.95,
257,21,22.46,
241,21,22.46,
236,21,22.95,
235,21,22.95,
229,21,22.46,
596,21,17.58,
204,21,22.95,
224,21,22.95,
216,21,22.95,
397,21,19.53,
208,21,22.95,
223,21,22.95,
226,21,22.95,
206,21,22.95,
432,21,18.55,
740,21,19.53,
186,21,22.95,
218,21,22.95,
227,21,22.46,
231,21,22.95,
230,21,22.95,
230,21,22.95,
231,21,22.95,
229,21,22.95,
230,21,22.95,
228,21,22.95,
230,21,22.95,
231,20,22.95,
232,20,22.95,
231,20,22.95,
0,20,22.95,
155,20,22.95,
224,20,22.95,
240,20,22.95,
239,20,22.95,
236,21,22.95,
248,21,22.95,
234,21,22.95,
240,20,22.95,
242,20,22.95,
236,20,22.95,
230,20,22.95,
233,20,22.95,
232,21,22.95,
231,21,22.95,
225,21,22.95,
302,21,22.46,
300,20,21.97,
233,21,22.95,
230,21,22.95,
232,20,22.95,
231,20,22.46,
228,20,22.95,
238,20,22.95,
229,20,22.95,
237,20,22.95,
237,20,21.97,
232,20,22.95,
230,20,22.95,
225,20,22.95,
233,20,22.95,
233,20,22.46,
230,20,22.95,
228,20,22.95,
232,20,22.46,
679,20,18.55,
244,20,22.95,
84,20,22.95,
371,20,20.51,
230,20,22.95,
217,20,22.95,
232,20,22.95,
243,20,22.46,
229,20,22.95,
228,20,22.95,
259,20,22.46,
224,20,22.95,
238,20,22.95,
230,20,22.95,
251,20,22.95,
225,20,22.95,
228,20,22.95,
229,20,22.95,
232,20,22.95,
230,20,22.95,
224,20,22.95,
269,20,22.46,
205,20,22.95,
741,20,19.53,
434,20,19.04,
246,20,22.95,
242,20,22.95,
237,20,22.95,
237,20,22.95,
394,20,20.02,
238,20,22.95,
232,20,22.95,
233,20,22.95,
236,20,22.95,
229,20,22.95,
232,20,22.95,
232,20,22.95,
230,20,22.95,
227,21,22.95,
563,21,17.58,
198,21,22.95,
172,21,22.95,
230,21,22.95,
228,21,22.95,
245,21,22.95,
290,21,22.46,
248,21,22.95,
290,21,22.46,
222,21,22.95,
290,21,22.46,
263,21,22.95,
215,21,22.95,
239,21,22.95,
233,20,22.95,
232,20,22.95,
261,20,22.95,
230,20,22.95,
232,20,22.95,
236,20,22.95,
212,20,22.95,
235,20,22.95,
231,20,22.95,
228,20,22.95,
0,20,22.95,
378,20,20.51,
246,20,22.95,
227,20,22.95,
635,20,18.07,
